dataset,scenario,model,config,column,n_rows,n_unique,unique_ratio,n_null_like,null_rate,is_categorical,top_value,top_share
education_survey_responses,eda_satisfaction,haiku,skill_off_update,theme_mental_health,250,2,0.008,0,0.0,1,0,0.952
education_survey_responses,eda_satisfaction,haiku,skill_off_update,theme_access_equity,250,2,0.008,0,0.0,1,0,0.832
education_survey_responses,eda_satisfaction,haiku,skill_off_update,primary_theme,250,10,0.04,8,0.032,1,instructor_effectiveness,0.368
education_survey_responses,eda_satisfaction,haiku,skill_off_update,theme_count,250,6,0.024,0,0.0,1,2,0.384
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_tech_issues,250,2,0.008,0,0.0,1,0,0.944
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_engagement,250,2,0.008,0,0.0,1,0,0.696
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_disengagement,250,2,0.008,0,0.0,1,0,0.896
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_hands_on_need,250,2,0.008,0,0.0,1,0,0.636
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_teacher_quality,250,2,0.008,0,0.0,1,0,0.896
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_equity_concern,250,2,0.008,0,0.0,1,0,0.956
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_flexible_learning,250,2,0.008,0,0.0,1,0,0.924
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_social_connection,250,2,0.008,0,0.0,1,0,0.632
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_new_opportunity,250,2,0.008,0,0.0,1,0,0.924
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_outcomes_positive,250,2,0.008,0,0.0,1,0,0.92
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,theme_outcomes_negative,250,2,0.008,0,0.0,1,0,0.92
education_survey_responses,eda_satisfaction,sonnet,skill_off_update,open_response_sentiment,250,3,0.012,0,0.0,1,neutral,0.908
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,asynchronous_tools_benefit,250,2,0.008,0,0.0,1,False,0.604
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,technical_friction_present,250,2,0.008,0,0.0,1,False,0.856
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,hands_on_adaptation_present,250,2,0.008,0,0.0,1,False,0.736
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,peer_connection_loss_felt,250,2,0.008,0,0.0,1,False,0.684
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,chat_or_async_discussion_active,250,2,0.008,0,0.0,1,False,0.732
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,teacher_responsiveness_high,250,2,0.008,0,0.0,1,False,0.58
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,hands_on_deprivation_felt,250,2,0.008,0,0.0,1,False,0.676
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,curiosity_and_subject_passion,250,2,0.008,0,0.0,1,False,0.58
education_survey_responses,eda_satisfaction,haiku,skill_on_e2e,measurable_skill_advancement,250,2,0.008,0,0.0,1,False,0.548
education_survey_responses,eda_satisfaction,sonnet,skill_on_e2e,instruction_quality,250,3,0.012,0,0.0,1,high,0.408
education_survey_responses,eda_satisfaction,sonnet,skill_on_e2e,async_resource_effectiveness,250,3,0.012,0,0.0,1,effective,0.392
education_survey_responses,eda_satisfaction,sonnet,skill_on_e2e,student_engagement_level,250,4,0.016,0,0.0,1,high,0.404
education_survey_responses,eda_satisfaction,sonnet,skill_on_e2e,peer_community_loss,250,4,0.016,104,0.416,1,,0.416
education_survey_responses,eda_satisfaction,sonnet,skill_on_e2e,teacher_responsiveness,250,4,0.016,0,0.0,1,adequate,0.436
education_survey_responses,eda_satisfaction,sonnet,skill_on_e2e,subject_remote_format_fit,250,3,0.012,0,0.0,1,high_fit,0.4
education_survey_responses,eda_satisfaction,sonnet,skill_on_e2e,creative_or_innovative_teaching,250,2,0.008,0,0.0,1,False,0.552
education_survey_responses,eda_satisfaction,haiku,skill_on,adaptive_pedagogy,250,2,0.008,0,0.0,1,True,0.568
education_survey_responses,eda_satisfaction,haiku,skill_on,asynchronous_flexibility,250,2,0.008,0,0.0,1,False,0.844
education_survey_responses,eda_satisfaction,haiku,skill_on,live_interaction_quality,250,3,0.012,0,0.0,1,high_responsiveness,0.44
education_survey_responses,eda_satisfaction,haiku,skill_on,hands_on_vs_simulation,250,3,0.012,0,0.0,1,absent_both,0.636
education_survey_responses,eda_satisfaction,haiku,skill_on,peer_collaboration_presence,250,3,0.012,0,0.0,1,limited_breakouts,0.368
education_survey_responses,eda_satisfaction,haiku,skill_on,student_participation_pattern,250,3,0.012,0,0.0,1,active_varied_forms,0.504
education_survey_responses,eda_satisfaction,haiku,skill_on,teacher_responsiveness,250,3,0.012,0,0.0,1,prompt_personalized,0.56
education_survey_responses,eda_satisfaction,haiku,skill_on,subject_format_fit,250,3,0.012,0,0.0,1,remote_friendly,0.404
education_survey_responses,eda_satisfaction,sonnet,skill_on,instructional_quality,250,4,0.016,0,0.0,1,high,0.408
education_survey_responses,eda_satisfaction,sonnet,skill_on,teacher_innovation,250,4,0.016,51,0.204,1,high,0.38
education_survey_responses,eda_satisfaction,sonnet,skill_on,async_format_benefit,250,4,0.016,18,0.072,1,strong_benefit,0.332
education_survey_responses,eda_satisfaction,sonnet,skill_on,hands_on_lab_loss,250,4,0.016,194,0.776,1,not_applicable,0.776
education_survey_responses,eda_satisfaction,sonnet,skill_on,subject_format_fit,250,3,0.012,0,0.0,1,well_suited,0.396
education_survey_responses,eda_satisfaction,sonnet,skill_on,student_engagement_level,250,4,0.016,0,0.0,1,high,0.408
education_survey_responses,eda_satisfaction,sonnet,skill_on,tech_reliability_signal,250,5,0.02,235,0.94,1,,0.94
education_survey_responses,eda_satisfaction,sonnet,skill_on,peer_community_presence,250,3,0.012,0,0.0,1,absent,0.48
education_survey_responses,eda_satisfaction,sonnet,skill_on,equity_access_gap_signal,250,2,0.008,0,0.0,1,False,0.964
education_survey_responses,focus_inference,haiku,skill_off_update,theme_engagement,250,2,0.008,0,0.0,1,0,0.672
education_survey_responses,focus_inference,haiku,skill_off_update,theme_technical_issues,250,2,0.008,0,0.0,1,0,0.88
education_survey_responses,focus_inference,haiku,skill_off_update,theme_social_interaction,250,2,0.008,0,0.0,1,0,0.612
education_survey_responses,focus_inference,haiku,skill_off_update,theme_hands_on_learning,250,2,0.008,0,0.0,1,0,0.66
education_survey_responses,focus_inference,haiku,skill_off_update,theme_teacher_effectiveness,250,2,0.008,0,0.0,1,1,0.724
education_survey_responses,focus_inference,haiku,skill_off_update,theme_asynchronous_benefits,250,2,0.008,0,0.0,1,0,0.836
education_survey_responses,focus_inference,haiku,skill_off_update,theme_equity_concerns,250,2,0.008,0,0.0,1,0,0.856
education_survey_responses,focus_inference,haiku,skill_off_update,theme_attention_focus,250,2,0.008,0,0.0,1,0,0.968
education_survey_responses,focus_inference,haiku,skill_off_update,detected_themes,250,61,0.244,3,0.012,0,teacher_effectiveness,0.116
education_survey_responses,focus_inference,sonnet,skill_off_update,themes,250,53,0.212,0,0.0,1,general_experience,0.164
education_survey_responses,focus_inference,sonnet,skill_off_update,primary_theme,250,10,0.04,0,0.0,1,hands_on_missing,0.22
education_survey_responses,focus_inference,sonnet,skill_off_update,sentiment,250,3,0.012,0,0.0,1,positive,0.404
education_survey_responses,focus_inference,haiku,skill_on_e2e,engagement_sentiment,250,3,0.012,0,0.0,1,positive_engagement,0.408
education_survey_responses,focus_inference,haiku,skill_on_e2e,teacher_adaptation_quality,250,4,0.016,0,0.0,1,highly_creative_adapted,0.412
education_survey_responses,focus_inference,haiku,skill_on_e2e,subject_suitability_for_remote,250,3,0.012,0,0.0,1,well_suited,0.408
education_survey_responses,focus_inference,haiku,skill_on_e2e,peer_interaction_deficit,250,2,0.008,0,0.0,1,False,0.796
education_survey_responses,focus_inference,haiku,skill_on_e2e,parental_support_requirement,250,3,0.012,0,0.0,1,minimal_parental_role,0.668
education_survey_responses,focus_inference,haiku,skill_on_e2e,equity_concern_raised,250,2,0.008,0,0.0,1,False,0.872
education_survey_responses,focus_inference,haiku,skill_on_e2e,hands_on_authentic_work_loss,250,2,0.008,0,0.0,1,False,0.632
education_survey_responses,focus_inference,sonnet,skill_on_e2e,subject_experience_quality,250,3,0.012,0,0.0,1,positive,0.392
education_survey_responses,focus_inference,sonnet,skill_on_e2e,hands_on_learning_loss,250,2,0.008,0,0.0,1,False,0.8
education_survey_responses,focus_inference,sonnet,skill_on_e2e,student_engagement_level,250,4,0.016,0,0.0,1,high,0.408
education_survey_responses,focus_inference,sonnet,skill_on_e2e,teacher_adaptability,250,3,0.012,0,0.0,1,highly_adaptive,0.408
education_survey_responses,focus_inference,sonnet,skill_on_e2e,peer_social_interaction_loss,250,2,0.008,0,0.0,1,False,0.832
education_survey_responses,focus_inference,sonnet,skill_on_e2e,async_format_benefit_mentioned,250,2,0.008,0,0.0,1,False,0.672
education_survey_responses,focus_inference,sonnet,skill_on_e2e,pedagogical_innovation_present,250,2,0.008,0,0.0,1,False,0.552
education_survey_responses,focus_inference,haiku,skill_on,engagement_with_subject_content,250,5,0.02,0,0.0,1,mixed,0.308
education_survey_responses,focus_inference,haiku,skill_on,hands_on_lab_or_manipulative_necessity,250,2,0.008,0,0.0,1,False,0.688
education_survey_responses,focus_inference,haiku,skill_on,peer_interaction_or_classroom_community_loss,250,2,0.008,0,0.0,1,False,0.576
education_survey_responses,focus_inference,haiku,skill_on,teacher_adaptation_or_innovation_evidence,250,4,0.016,0,0.0,1,high_adaptation,0.404
education_survey_responses,focus_inference,sonnet,skill_on,subject_experience_quality,250,3,0.012,0,0.0,1,positive,0.392
education_survey_responses,focus_inference,sonnet,skill_on,technology_barrier_type,250,4,0.016,236,0.944,1,,0.944
education_survey_responses,focus_inference,sonnet,skill_on,pedagogical_adaptation_quality,250,3,0.012,0,0.0,1,innovative_thriving,0.392
education_survey_responses,focus_inference,sonnet,skill_on,peer_community_loss_mentioned,250,2,0.008,0,0.0,1,False,0.828
education_survey_responses,focus_inference,sonnet,skill_on,student_engagement_level,250,4,0.016,0,0.0,1,high,0.404
education_survey_responses,focus_inference,sonnet,skill_on,asynchronous_learning_benefit_mentioned,250,2,0.008,0,0.0,1,False,0.86
education_survey_responses,focus_inference,sonnet,skill_on,teacher_responsiveness_quality,250,4,0.016,0,0.0,1,highly_responsive,0.42
education_survey_responses,focus_inference,sonnet,skill_on,unexpected_positive_outcome_mentioned,250,2,0.008,0,0.0,1,False,0.572
education_survey_responses,predictive_low,haiku,skill_off_update,technical_issues,250,2,0.008,0,0.0,1,0,0.948
education_survey_responses,predictive_low,haiku,skill_off_update,isolation_disconnection,250,2,0.008,0,0.0,1,0,0.912
education_survey_responses,predictive_low,haiku,skill_off_update,hands_on_learning_missing,250,2,0.008,0,0.0,1,0,0.944
education_survey_responses,predictive_low,haiku,skill_off_update,engagement_complaints,250,2,0.008,0,0.0,1,0,0.888
education_survey_responses,predictive_low,haiku,skill_off_update,instruction_quality_gaps,250,2,0.008,0,0.0,1,0,0.928
education_survey_responses,predictive_low,haiku,skill_off_update,young_learner_struggle,250,2,0.008,0,0.0,1,0,0.964
education_survey_responses,predictive_low,haiku,skill_off_update,parent_stress_burden,250,2,0.008,0,0.0,1,0,0.816
education_survey_responses,predictive_low,haiku,skill_off_update,subject_specific_hardship,250,2,0.008,0,0.0,1,0,0.964
education_survey_responses,predictive_low,haiku,skill_off_update,negative_signals_count,250,5,0.02,0,0.0,1,0,0.556
education_survey_responses,predictive_low,haiku,skill_off_update,predicted_low_satisfaction,250,2,0.008,0,0.0,1,0,0.868
education_survey_responses,predictive_low,sonnet,skill_off_update,open_neg_tech_signals,250,3,0.012,0,0.0,1,0,0.928
education_survey_responses,predictive_low,sonnet,skill_off_update,open_neg_engagement_signals,250,3,0.012,0,0.0,1,0,0.948
education_survey_responses,predictive_low,sonnet,skill_off_update,open_neg_social_signals,250,3,0.012,0,0.0,1,0,0.816
education_survey_responses,predictive_low,sonnet,skill_off_update,open_neg_comprehension_signals,250,3,0.012,0,0.0,1,0,0.9
education_survey_responses,predictive_low,sonnet,skill_off_update,open_neg_teacher_signals,250,3,0.012,0,0.0,1,0,0.968
education_survey_responses,predictive_low,sonnet,skill_off_update,open_neg_emotional_signals,250,3,0.012,0,0.0,1,0,0.888
education_survey_responses,predictive_low,sonnet,skill_off_update,open_pos_signals,250,4,0.016,0,0.0,1,0,0.544
education_survey_responses,predictive_low,sonnet,skill_off_update,open_neg_categories_hit,250,4,0.016,0,0.0,1,0,0.6
education_survey_responses,predictive_low,sonnet,skill_off_update,open_net_neg_per100words,250,48,0.192,0,0.0,1,0.0,0.376
education_survey_responses,predictive_low,sonnet,skill_off_update,open_predicts_low_satisfaction,250,2,0.008,0,0.0,1,0,0.692
education_survey_responses,predictive_low,haiku,skill_on_e2e,technical_friction_reported,250,2,0.008,0,0.0,1,False,0.856
education_survey_responses,predictive_low,haiku,skill_on_e2e,peer_interaction_loss,250,2,0.008,0,0.0,1,False,0.536
education_survey_responses,predictive_low,haiku,skill_on_e2e,hands_on_materials_unavailable,250,2,0.008,0,0.0,1,False,0.752
education_survey_responses,predictive_low,haiku,skill_on_e2e,subject_format_poor_fit,250,5,0.02,0,0.0,1,no_poor_fit,0.548
education_survey_responses,predictive_low,haiku,skill_on_e2e,emotional_distress_evident,250,7,0.028,195,0.78,1,,0.656
education_survey_responses,predictive_low,haiku,skill_on_e2e,instruction_absent_or_passive,250,2,0.008,0,0.0,1,False,0.632
education_survey_responses,predictive_low,sonnet,skill_on_e2e,tech_barrier_type,250,5,0.02,229,0.916,1,,0.916
education_survey_responses,predictive_low,sonnet,skill_on_e2e,instructional_quality,250,4,0.016,0,0.0,1,high,0.396
education_survey_responses,predictive_low,sonnet,skill_on_e2e,student_engagement_level,250,4,0.016,0,0.0,1,active,0.42
education_survey_responses,predictive_low,sonnet,skill_on_e2e,peer_interaction_loss,250,2,0.008,0,0.0,1,False,0.76
education_survey_responses,predictive_low,sonnet,skill_on_e2e,emotional_distress_signal,250,5,0.02,192,0.768,1,,0.768
education_survey_responses,predictive_low,sonnet,skill_on_e2e,teacher_responsiveness,250,4,0.016,0,0.0,1,adequately_responsive,0.4
education_survey_responses,predictive_low,sonnet,skill_on_e2e,home_support_gap,250,2,0.008,0,0.0,1,False,0.94
education_survey_responses,predictive_low,sonnet,skill_on_e2e,format_adaptation_quality,250,4,0.016,0,0.0,1,innovative_and_effective,0.388
education_survey_responses,predictive_low,haiku,skill_on,hands_on_learning_loss,250,2,0.008,0,0.0,1,False,0.72
education_survey_responses,predictive_low,haiku,skill_on,subject_mode_alignment_poor,250,6,0.024,150,0.6,1,,0.6
education_survey_responses,predictive_low,haiku,skill_on,synchronous_session_friction,250,5,0.02,243,0.972,1,,0.972
education_survey_responses,predictive_low,haiku,skill_on,platform_usability_issue,250,2,0.008,0,0.0,1,False,0.704
education_survey_responses,predictive_low,haiku,skill_on,peer_interaction_loss,250,2,0.008,0,0.0,1,False,0.616
education_survey_responses,predictive_low,haiku,skill_on,student_voice_suppression,250,5,0.02,229,0.916,1,,0.916
education_survey_responses,predictive_low,haiku,skill_on,teacher_responsiveness_issue,250,6,0.024,237,0.948,1,,0.948
education_survey_responses,predictive_low,haiku,skill_on,pedagogical_innovation_present,250,2,0.008,0,0.0,1,True,0.532
education_survey_responses,predictive_low,haiku,skill_on,curriculum_depth_or_rigor_lost,250,2,0.008,0,0.0,1,False,0.532
education_survey_responses,predictive_low,sonnet,skill_on,instruction_quality,250,4,0.016,0,0.0,1,adequate_functional,0.444
education_survey_responses,predictive_low,sonnet,skill_on,teacher_responsiveness,250,3,0.012,0,0.0,1,adequate,0.548
education_survey_responses,predictive_low,sonnet,skill_on,feedback_quality,250,4,0.016,0,0.0,1,adequate,0.376
education_survey_responses,predictive_low,sonnet,skill_on,engagement_level,250,4,0.016,0,0.0,1,actively_engaged,0.408
education_survey_responses,predictive_low,sonnet,skill_on,peer_interaction_loss,250,2,0.008,0,0.0,1,False,0.696
education_survey_responses,predictive_low,sonnet,skill_on,student_emotional_signal,250,4,0.016,0,0.0,1,positive_enthusiasm,0.412
education_survey_responses,predictive_low,sonnet,skill_on,format_subject_fit,250,4,0.016,0,0.0,1,strong_fit,0.4
education_survey_responses,predictive_low,sonnet,skill_on,hands_on_deficit,250,2,0.008,0,0.0,1,False,0.824
flag_12,causal_improve,haiku,skill_off_update,resolution_hours,500,444,0.888,0,0.0,0,24.0,0.114
flag_12,causal_improve,haiku,skill_off_update,resolution_speed,500,3,0.006,0,0.0,1,Slow,0.786
flag_12,causal_improve,haiku,skill_off_update,priority_level,500,4,0.008,0,0.0,1,2,0.788
flag_12,causal_improve,haiku,skill_off_update,is_critical,500,2,0.004,0,0.0,1,1,0.842
flag_12,causal_improve,haiku,skill_off_update,assignee_caseload,500,5,0.01,0,0.0,1,116,0.232
flag_12,causal_improve,haiku,skill_off_update,category_volume,500,5,0.01,0,0.0,1,406,0.812
flag_12,causal_improve,sonnet,skill_off_update,resolution_time_hours,500,442,0.884,0,0.0,0,24.0,0.114
flag_12,causal_improve,sonnet,skill_off_update,priority_level,500,4,0.008,0,0.0,1,2,0.788
flag_12,causal_improve,sonnet,skill_off_update,is_reassigned,500,2,0.004,0,0.0,1,Yes,0.788
flag_12,causal_improve,sonnet,skill_off_update,resolution_efficiency_tier,500,3,0.006,0,0.0,1,Slow,0.72
flag_12,causal_improve,haiku,skill_on_e2e,incident_category_type,500,8,0.016,0,0.0,1,printer_issue,0.406
flag_12,causal_improve,haiku,skill_on_e2e,issue_mechanism,500,5,0.01,0,0.0,1,hardware_failure,0.674
flag_12,causal_improve,haiku,skill_on_e2e,incident_location_scope,500,5,0.01,346,0.692,1,unspecified,0.692
flag_12,causal_improve,haiku,skill_on_e2e,assigned_technician,500,5,0.01,0,0.0,1,Luke Wilson,0.232
flag_12,causal_improve,haiku,skill_on_e2e,closed_by_technician,500,5,0.01,0,0.0,1,Howard Johnson,0.216
flag_12,causal_improve,haiku,skill_on_e2e,assignment_consistency,500,2,0.004,0,0.0,1,False,0.53
flag_12,causal_improve,haiku,skill_on_e2e,caller_identity_pattern,500,2,0.004,0,0.0,1,known_user,0.778
flag_12,causal_improve,sonnet,skill_on_e2e,incident_category,500,8,0.016,0,0.0,1,printer,0.406
flag_12,causal_improve,sonnet,skill_on_e2e,incident_symptom_type,500,10,0.02,22,0.044,1,malfunction_generic,0.608
flag_12,causal_improve,sonnet,skill_on_e2e,same_day_resolution,500,2,0.004,0,0.0,1,False,0.88
flag_12,causal_improve,sonnet,skill_on_e2e,reassignment_occurred,500,2,0.004,0,0.0,1,True,0.524
flag_12,causal_improve,sonnet,skill_on_e2e,incident_scope,500,4,0.008,0,0.0,1,individual_user,0.472
flag_12,causal_improve,haiku,skill_on,assigned_technician,500,5,0.01,0,0.0,1,Luke Wilson,0.232
flag_12,causal_improve,haiku,skill_on,incident_category_type,500,5,0.01,0,0.0,1,hardware,0.782
flag_12,causal_improve,haiku,skill_on,request_type,500,5,0.01,0,0.0,1,malfunction,0.696
flag_12,causal_improve,haiku,skill_on,resolution_decision_pattern,500,5,0.01,0,0.0,1,replacement_needed,0.562
flag_12,causal_improve,haiku,skill_on,issue_recurrence_signal,500,3,0.006,0,0.0,1,recurring_device,0.524
flag_12,causal_improve,haiku,skill_on,caller_profile,500,2,0.004,0,0.0,1,standard_user,0.78
flag_12,causal_improve,sonnet,skill_on,incident_category,500,9,0.018,0,0.0,1,printer,0.406
flag_12,causal_improve,sonnet,skill_on,failure_type,500,10,0.02,10,0.02,1,not_responding,0.55
flag_12,causal_improve,sonnet,skill_on,affected_asset_type,500,11,0.022,5,0.01,1,printer,0.406
flag_12,causal_improve,sonnet,skill_on,resolution_action_type,500,7,0.014,2,0.004,1,repair,0.764
flag_12,causal_improve,sonnet,skill_on,self_assignment,500,2,0.004,0,0.0,1,False,0.788
flag_12,causal_improve,sonnet,skill_on,is_repeat_incident_type,500,2,0.004,0,0.0,1,True,0.904
flag_12,causal_improve,sonnet,skill_on,is_inquiry_or_request,500,2,0.004,0,0.0,1,False,0.94
flag_12,causal_inefficiency,haiku,skill_off_update,resolution_days,500,444,0.888,0,0.0,0,1.0,0.114
flag_12,causal_inefficiency,haiku,skill_off_update,is_inefficient,500,2,0.004,0,0.0,1,1,0.52
flag_12,causal_inefficiency,haiku,skill_off_update,assignee_mismatch,500,2,0.004,0,0.0,1,1,0.788
flag_12,causal_inefficiency,haiku,skill_off_update,is_critical_or_high,500,2,0.004,0,0.0,1,1,0.842
flag_12,causal_inefficiency,haiku,skill_off_update,state_is_resolved,500,2,0.004,0,0.0,1,0,0.512
flag_12,causal_inefficiency,haiku,skill_off_update,above_category_median,500,2,0.004,0,0.0,1,0,0.502
flag_12,causal_inefficiency,haiku,skill_off_update,sys_updated_by_is_employee,500,2,0.004,0,0.0,1,0,0.668
flag_12,causal_inefficiency,sonnet,skill_off_update,resolution_time_hours,500,442,0.884,0,0.0,0,24.0,0.114
flag_12,causal_inefficiency,sonnet,skill_off_update,is_reassigned,500,2,0.004,0,0.0,1,1,0.788
flag_12,causal_inefficiency,sonnet,skill_off_update,expected_resolution_hours,500,14,0.028,0,0.0,1,181.8,0.672
flag_12,causal_inefficiency,sonnet,skill_off_update,resolution_delay_hours,500,443,0.886,0,0.0,0,-157.8,0.08
flag_12,causal_inefficiency,sonnet,skill_off_update,inefficiency_flag,500,2,0.004,0,0.0,1,0,0.75
flag_12,causal_inefficiency,sonnet,skill_off_update,inefficiency_drivers,500,170,0.34,45,0.09,0,reassigned,0.336
flag_12,causal_inefficiency,haiku,skill_on_e2e,incident_category,500,6,0.012,0,0.0,1,printer,0.4
flag_12,causal_inefficiency,haiku,skill_on_e2e,description_specificity,500,2,0.004,0,0.0,1,specific,0.63
flag_12,causal_inefficiency,haiku,skill_on_e2e,assigned_technician,500,5,0.01,0,0.0,1,Luke_Wilson,0.232
flag_12,causal_inefficiency,haiku,skill_on_e2e,urgency_signal,500,5,0.01,0,0.0,1,replacement_needed,0.566
flag_12,causal_inefficiency,haiku,skill_on_e2e,recurring_issue_pattern,500,2,0.004,0,0.0,1,True,0.534
flag_12,causal_inefficiency,sonnet,skill_on_e2e,incident_category,500,12,0.024,0,0.0,1,printer,0.406
flag_12,causal_inefficiency,sonnet,skill_on_e2e,incident_subtype,500,10,0.02,0,0.0,1,not_responding,0.542
flag_12,causal_inefficiency,sonnet,skill_on_e2e,issue_severity_signal,500,4,0.008,0,0.0,1,partial_failure,0.474
flag_12,causal_inefficiency,sonnet,skill_on_e2e,reassignment_indicator,500,2,0.004,0,0.0,1,True,0.63
flag_12,causal_inefficiency,sonnet,skill_on_e2e,recurrence_signal,500,2,0.004,0,0.0,1,False,0.694
flag_12,causal_inefficiency,sonnet,skill_on_e2e,scope_context,500,4,0.008,0,0.0,1,shared_office_device,0.55
flag_12,causal_inefficiency,sonnet,skill_on_e2e,assigned_agent,500,5,0.01,0,0.0,1,Luke Wilson,0.232
flag_12,causal_inefficiency,haiku,skill_on,incident_category,500,10,0.02,0,0.0,1,printer,0.406
flag_12,causal_inefficiency,haiku,skill_on,issue_severity_language,500,4,0.008,0,0.0,1,critical_functional_failure,0.742
flag_12,causal_inefficiency,haiku,skill_on,problem_specificity,500,4,0.008,0,0.0,1,specific_fault,0.592
flag_12,causal_inefficiency,haiku,skill_on,assignment_misalignment,500,2,0.004,0,0.0,1,False,0.684
flag_12,causal_inefficiency,haiku,skill_on,incident_location_scope,500,5,0.01,5,0.01,1,individual_workstation,0.466
flag_12,causal_inefficiency,haiku,skill_on,technician_workload,500,5,0.01,0,0.0,1,luke_wilson,0.232
flag_12,causal_inefficiency,haiku,skill_on,update_frequency,500,2,0.004,0,0.0,1,multi_day_gap,0.694
flag_12,causal_inefficiency,haiku,skill_on,device_recurrence_pattern,500,2,0.004,0,0.0,1,True,0.534
flag_12,causal_inefficiency,sonnet,skill_on,incident_category,500,9,0.018,0,0.0,1,printer,0.406
flag_12,causal_inefficiency,sonnet,skill_on,incident_symptom_type,500,9,0.018,0,0.0,1,not_responding,0.512
flag_12,causal_inefficiency,sonnet,skill_on,reassignment_occurred,500,2,0.004,0,0.0,1,True,0.758
flag_12,causal_inefficiency,sonnet,skill_on,repeat_issue_pattern,500,2,0.004,0,0.0,1,True,0.514
flag_12,causal_inefficiency,sonnet,skill_on,requires_replacement,500,2,0.004,0,0.0,1,False,0.956
flag_12,causal_inefficiency,sonnet,skill_on,issue_specificity,500,3,0.006,0,0.0,1,specific_symptom,0.498
flag_12,causal_inefficiency,sonnet,skill_on,urgency_signal,500,4,0.008,0,0.0,1,degraded_function,0.656
flag_12,causal_inefficiency,sonnet,skill_on,assignee_workload_signal,500,5,0.01,0,0.0,1,luke_wilson,0.232
flag_12,concept_attribute_inefficiency,haiku,skill_off_update,resolution_days,500,21,0.042,0,0.0,1,1,0.14
flag_12,concept_attribute_inefficiency,haiku,skill_off_update,issue_type,500,9,0.018,0,0.0,1,Printer,0.404
flag_12,concept_attribute_inefficiency,haiku,skill_off_update,assignee_avg_resolution_days,500,5,0.01,0,0.0,1,7.724137931034483,0.232
flag_12,concept_attribute_inefficiency,haiku,skill_off_update,is_high_priority,500,2,0.004,0,0.0,1,1,0.842
flag_12,concept_attribute_inefficiency,haiku,skill_off_update,issue_type_frequency,500,8,0.016,0,0.0,1,202,0.404
flag_12,concept_attribute_inefficiency,haiku,skill_off_update,inefficiency_pattern,500,6,0.012,0,0.0,1,High_Priority_Category|High_Priority_Issue,0.518
flag_12,concept_attribute_inefficiency,sonnet,skill_off_update,resolution_time_hours,500,442,0.884,0,0.0,0,24.0,0.114
flag_12,concept_attribute_inefficiency,sonnet,skill_off_update,issue_type,500,10,0.02,0,0.0,1,printer,0.406
flag_12,concept_attribute_inefficiency,sonnet,skill_off_update,is_repeat_issue,500,2,0.004,0,0.0,1,1,0.702
flag_12,concept_attribute_inefficiency,sonnet,skill_off_update,above_avg_resolution,500,2,0.004,0,0.0,1,0,0.512
flag_12,concept_attribute_inefficiency,haiku,skill_on_e2e,issue_category,500,8,0.016,0,0.0,1,printer,0.406
flag_12,concept_attribute_inefficiency,haiku,skill_on_e2e,failure_mode,500,6,0.012,5,0.01,1,functionality,0.374
flag_12,concept_attribute_inefficiency,haiku,skill_on_e2e,technician_reassignment,500,2,0.004,0,0.0,1,reassigned,0.782
flag_12,concept_attribute_inefficiency,haiku,skill_on_e2e,issue_scope,500,4,0.008,0,0.0,1,single_user,0.716
flag_12,concept_attribute_inefficiency,haiku,skill_on_e2e,root_cause_class,500,4,0.008,0,0.0,1,hardware_defect,0.752
flag_12,concept_attribute_inefficiency,sonnet,skill_on_e2e,incident_category,500,9,0.018,0,0.0,1,printer,0.406
flag_12,concept_attribute_inefficiency,sonnet,skill_on_e2e,failure_mode,500,9,0.018,20,0.04,1,malfunction_general,0.538
flag_12,concept_attribute_inefficiency,sonnet,skill_on_e2e,repeat_issue_pattern,500,9,0.018,0,0.0,1,printer_generic,0.406
flag_12,concept_attribute_inefficiency,sonnet,skill_on_e2e,reassignment_flag,500,2,0.004,0,0.0,1,True,0.588
flag_12,concept_attribute_inefficiency,sonnet,skill_on_e2e,requires_physical_intervention,500,2,0.004,0,0.0,1,True,0.822
flag_12,concept_attribute_inefficiency,sonnet,skill_on_e2e,assignee_agent,500,5,0.01,0,0.0,1,Luke Wilson,0.232
flag_12,concept_attribute_inefficiency,sonnet,skill_on_e2e,caller_id_group,500,4,0.008,0,0.0,1,David Loo,0.266
